pregunta,respuesta
"En la liquidación, fusión o escisión de una persona moral, ¿Se debe hacer la baja en el Portal de Prevención de Lavado de Dinero antes o después de realizar el trámite ante el SAT?","Se debe tramitar primero la baja en el Portal de Prevención de Lavado de Dinero de todas y cada una de las actividades vulnerables que se tengan registradas, para dicho trámite se requiere contar con la e.firma vigente y deberá ser realizado dentro del mes siguiente en que haya finalizado la sucesión."
¿La actualización de mi registro de contador o despacho lo puedo realizar a través de internet?,"Si, actualmente es el único medio para solicitar el trámite."
¿Dónde puedo presentar la solicitud de actualización de datos de contador público o despacho registrado?,"A través del sistema informático ""Mi Portal""."
¿Puedo presentar mi solicitud de inscripción por ventanilla?,"No, únicamente por el portal del SAT."
"¿Si no cumplo con los 3 años como miembro activo de un colegio, me autorizan la inscripción?","No, el tiempo mínimo debe ser de 3 años como miembro activo."
¿Es válida la certificación por disciplinas para obtener la inscripción?,"No, únicamente es válida la certificación que se obtiene a través del examen uniforme de certificación."
¿Es obligatorio que pertenezca a un despacho para solicitar mi inscripción?,"No, puede solicitarlo como contador público independiente."
¿De que manera puedo solicitar la renovación de mi registro de contador público?,"Únicamente por internet, en el portal del SAT."
¿Si me falta algún requisito puedo renovar mi registro?,"No,  debes de cumplir con todos los requisitos."
¿En que tiempo se da respuesta a la solicitud de renovación de mi registro de contador público?,La respuesta es inmediata.
¿Quién es el recolector?,Es la persona física que se dedica a la recolección de desperdicios y materiales destinados a la industria del reciclaje.
¿Cuál es la estructura del archivo de texto?,"Para inscripción masiva genera el archivo con las siguientes características:1.Nombre del archivo: RFC ddmmaaaa_consecutivo de dos dígitos (##).Donde el RFC se refiere a la clave en el RFC del comercializador persona física o moral.Ddmmaaaa: dd – día, mm – mes, aaaa - año de la fecha de generación del archivo.Consecutivo, número consecutivo del archivo.Por ejemplo:  XAXX010101AAA07072012_012.Sin tabuladores.3.     Únicamente mayúsculas.4.  El formato del archivodebe ser en Código Estándar Americano para Intercambio de Información (ASCII).5.  La información del archivo debe contener los siguientes ocho campos delimitados porpipes “|”:Primera columna. - CLAVE CURP A 18 POSICIONES del recolector.Segunda columna. - Apellido paterno del recolector.Tercera columna. - Apellido materno del recolector (no obligatorio).Cuarta columna. - Nombre(s) del recolector.Quinta columna. - Fecha de inicio de operación del recolector, debe ser en formato DD/MM/AAAA.Sexta columna. - Clave en el RFC de la persona que solicita la inscripción.Séptima columna. - Correo electrónico válido del recolector.Octava columna: - Número telefónico válido a diez dígitos del recolector.Las columnas no deben contener títulos o estar vacías, excepto la tercera columna (solo si no tiene dato).La inscripción será con el domicilio fiscal del comercializador.La información debe enviarse en archivos de texto plano comprimido en formato .zip."
¿Hay una forma más rápida de inscribir a mis recolectores?,"La forma más sencilla de realizar tu trámite es a través de la Inscripción por CURP, en el apartado de contenidos relacionados encontrarás la Guía para poder efectuarlo de manera adecuada."
¿Cómo debe generarse el archivo con extensión .txt?,"Al elaborar el archivo .txt, toma en cuenta los siguientes aspectos:No debe contener saltos de línea al final de los registros.El formato de la fecha (quinta columna) debe ser DD/MM/AAAANo contener registros repetidos de recolectores.No utilizar tabuladores.No contener caracteres especiales.Deberá ser en codificación ANSI o UTF-8."
¿Cómo puedo verificar que mi archivo .txt no contenga saltos de línea o tabuladores?,Puedes verificar que el archivo no contenga saltos de línea o tabuladores al identificar que el cursor se encuentre posicionado al final del último registro y no contengan líneas o renglones vacíos situados debajo del último registro.
"Si el recolector tiene más de un nombre o apellido compuesto, ¿cómo se debe colocar en el archivo .txt?","Cuando el recolector a inscribir tenga más de un nombre o apellido compuesto, estos se deben registrar entre pipes ""||"" separados por espacios.Ejemplo de nombre:|JUAN MANUEL|Ejemplo de apellido compuesto:|DEL REAL||DEL RIO|"
¿Cómo debo registrar en el archivo .txt si el recolector no cuenta con segundo apellido?,"Se debe dejar la columna correspondiente vacía entre pipes: ""||"", esta no debe contener espacios, tabuladores ni letras.Ejemplo:AAAA010203AAAAAA01|PRIMERAPELLIDO||NOMBRE|01/01/2024|AAAA010203AAA|prueba123@dominio.com.mx|5511110000"
¿Se puede colocar la letra Ñ en la inscripción de los recolectores?,"Sí, en caso de que algún registro contenga la Ñ, Ü, Ö, deber ser colocado según corresponda y el archivo .txt se debe guardar en el formato compatible ANSI."
¿Qué fecha debo de colocar en la quinta columna dentro del archivo .txt?,Se debe colocar la fecha de inicio de la relación comercial entre el recolector y el comercializador.
¿Qué RFC debe colocarse en la sexta columna dentro del archivo .txt?,"Debe colocarse el RFC de la persona que solicita la inscripción, es decir del comercializador."
¿Cuántos registros de recolectores puedo colocar en el archivo .txt?,"No existe un límite, se pueden colocar los registros que se requieran inscribir."
¿Cómo puedo dar seguimiento a la solicitud de inscripción de recolectores?,Dentro de Mi portal selecciona la opción: Servicios por Internet / Servicio o solicitudes / Consulta; captura el número de folio del trámite y verifica la solución otorgada a tu solicitud.
¿Se pueden ingresar varias solicitudes de inscripción con los mismos datos de recolectores?,"No, se sugiere esperar hasta la respuesta de la primera solicitud con el resultado de los registros, para que, en caso de que su solicitud cuente con inconsistencias, pueda ingresar nuevamente su solicitud con las especificaciones de la ficha 168/CFF del Anexo 1-A de la Resolución Miscelánea Fiscal Vigente."
¿Cómo puedo validar si las personas físicas recolectores de materiales y productos reciclables ya están inscritos en el RFC?,"Como comercializador, puedes validar la CURP de los recolectores para identificar quiénes están inscritos y a quiénes debes dar de alta en el RFC.La validación la puedes realizaraquí, en nuestro servicio de Validación de RFC."
¿Puedo solicitar la clave adicional para asignatarios por internet?,"La clave adicional en el RFC para asignatarios, para el cumplimiento de sus obligaciones como contratistas, se solicita en cualquier oficina del SAT, previa cita."
¿Existe plazo para solicitar la clave adicional para asignatarios?,La clave adicional en el RFC para asignatarios para el cumplimiento de sus obligaciones como contratistas se debe solicitar dentro del primer mes del ejercicio fiscal.
¿Quiénes son los asignatarios?,"Son, Petróleos Mexicanos o cualquier otra empresa productiva del Estado que sea titular de una Asignación y operador de un Área de Asignación en la que se realizan actividades de Exploración y Extracción de Hidrocarburos.Fundamento legal: Artículo 4 de la Ley de Hidrocarburos."
"¿Mi documento migratorio está en trámite, con que otro documento puedo inscribirme?","Puedes presentar el comprobante de Registro de Solicitud, que emite el Instituto Nacional de Migración que contenga el Número Único de Trámite (NUT)."
"¿Soy extranjero, puedo inscribirme en el RFC?","Sí, reúne los requisitos y acude a las oficinas del SAT."
¿Puedo inscribirme con la forma migratoria múltiple (FMM)?,"Sí, acompañada del pasaporte vigente."
¿Cómo puedo saber mis obligaciones fiscales una vez inscrito en el RFC?,"Cuando concluyas con el trámite de inscripción, se te entregará el documento ""Acuse Único de Inscripción al Registro Federal de Contribuyentes"", mismo que contiene el régimen y las obligaciones que se asignaron derivado de las respuestas emitidas al Cuestionario de Actividades Económicas."
"¿Cuáles son las identificaciones oficiales que acepta el SAT, para inscripción en el RFC?","Cualquier identificación oficial vigente del representante legal, como credencial para votar expedida por el Instituto Nacional Electoral vigente (antes Instituto Federal Electoral), pasaporte, cédula profesional vigente, licencia de conducir y en el caso de menores de edad permiso para conducir o credencial del Instituto Nacional de las Personas Adultas Mayores vigente. Tratándose de extranjeros podrá presentar: documento migratorio vigente que corresponda, emitido por autoridad competente (en su caso, prórroga o refrendo migratorio).​"
¿Quién puede presentar la solicitud de inscripción en el RFC de una empresa?,"El representante legal de la persona moral, para lo cual deberá contar con poder notarial para actos de administración o dominio."
¿Quiénes pueden presentar el aviso de modificación o incorporación?,"Personas morales y sociedades cuyas acciones están colocadas entre el gran público inversionista, que tengan que actualizar su información de sus socios, accionistas, asociados y demás personas, cualquiera que sea el nombre con el que se les designe, que por su naturaleza formen parte de la estructura orgánica y que ostenten dicho carácter conforme a los estatutos o legislación bajo la cual se constituyen."
¿Cuándo presentan las personas morales el aviso de modificación o incorporación?,Las personas morales y sociedades cuyas acciones están colocadas entre el gran público inversionista presentarán el aviso dentro de los treinta días hábiles siguientes a aquel en que se llevó a cabo dicha modificación o incorporación.
¿Cuál es la vigencia del aviso de modificación o incorporación?,"El aviso esta vigente hasta que se presente una nueva modificación o incorporación de los socios, accionistas, asociados y demás personas que forman parte de la estructura orgánica de la persona moral."
